År,Månad,Företag,M,L,C,KD,S,V,MP,FI,PP,SD,Övriga,Osäkra,Publicerad,Intervjuperiod,Intervjuer
2012,Maj,Sifo,27.7,5.3,4.5,3.6,36.7,5.3,9.2,,,6.6,1.2,11.9,13 maj,2 - 10 maj,1907
2012,Maj,United Minds,29.7,6.7,4.6,3.2,34.6,5.6,8.2,,,6.4,1,10.9,8 maj,10 april - 6 maj,1192
2012,Maj,Sentio Research,28.5,5.2,2.8,3.4,37.9,5.1,7.8,,,8.2,1.1,,7 maj,april,1044
2012,Maj,Demoskop,30.1,4.7,4.8,3.4,35.5,5.7,10.2,,,4.6,1.1,12.4,4 maj,25 april - 2 maj,1000
,,,,,,,,,,,,,,,,,
2012,April,Ipsos (Synovate),31.8,5.3,4.9,3.2,34.6,5.4,8.9,,,5.2,0.8,19.5,28-Apr,4 - 24 april,2200
2012,April,Novus,29.1,5.2,5.1,3.8,35.9,6.5,8.2,,,5.3,0.9,10.6,26-Apr,27 mars - 23 april,2000
2012,April,Skop,31,5.7,4.3,2.9,34.9,5.3,8.9,,,6.1,1,10,23-Apr,27 mars - 19 april,1000
2012,April,Sifo,29.1,5.1,4.6,4,36.8,5.6,9.3,,,4.7,0.8,13.9,15-Apr,2 - 12 april,1920
2012,April,United Minds,28.5,4.8,3.6,3.9,35.6,5.7,9.2,,,7.2,1.6,11,10-Apr,12 mars - 9 apr,1154
2012,April,YouGov,30.5,5.9,3.7,3.5,34.4,6.3,9.6,,,5.7,0.4,,10-Apr,7 mars - 3 apr,1401
2012,April,Demoskop,29.9,5.2,4.2,3.1,34.1,6.5,9.5,,,6.6,0.8,13,06-Apr,28 mars - 4 apr,1000
2012,April,Sentio Research,30.2,5.9,4.1,3.5,32.7,6.3,7.8,,,8.1,1.4,,01-Apr,,
,,,,,,,,,,,,,,,,,
2012,Mars,Ipsos (Synovate),29.7,6.1,5,3.4,35.6,5.7,9.3,,,4.2,1.1,20.2,30 mars,8 - 27 mars,2502
2012,Mars,Novus,30.5,5.7,4.8,3.6,32.4,7.3,8.8,,,5.7,1.2,8.6,21 mars,21 feb - 19 mars,2000
2012,Mars,Sifo,28.7,5.9,4.9,3.5,33.7,6.1,10.3,,,5.2,1.7,11.9,18 mars,5 - 15 mars,1918
2012,Mars,Demoskop,32.9,5.5,4.9,3.6,29.7,6.3,10.9,,,5.2,1,11.2,14 mars,29 feb - 7 mars,1000
2012,Mars,YouGov,32.1,5.6,4.7,4.2,29.6,8.3,9.4,,,5.4,0.8,,12 mars,1 feb - 6 mars,1754
2012,Mars,United Minds,29.3,5.8,4.7,4.6,32.5,7.3,7.8,,,7.5,0.4,11,11 mars,13 feb - 11 mars,1161
2012,Mars,Skop,33.4,6.9,5,3.3,30.8,6.5,9.1,,,4.5,0.6,9,7 mars,19 feb - 6 mars,1000
2012,Mars,Sentio Research,29.7,4.3,4.2,4.6,31.8,7.4,8.1,,,8.6,1.3,,5 mars,23 feb - 1 mars,1035
,,,,,,,,,,,,,,,,,
2012,Februari,Ipsos (Synovate),32.1,6.2,5,3.9,29.3,7.7,9,,,5.5,1.3,19.9,24-Feb,6 - 22 feb,2185
2012,Februari,Novus,32.5,5.5,5.6,4.1,27.2,8.2,10.5,,,5.8,0.6,10.9,22-Feb,24 jan - 20 feb,2000
2012,Februari,Sifo,32.9,6.5,5.1,3.8,29.2,6.7,10.5,,,4.7,0.8,15.6,19-Feb,6 - 16 feb,1928
2012,Februari,United Minds,32.7,5,3.9,4.7,26,9.2,10.5,,,7.2,0.8,,13-Feb,27 jan - 12 feb,1276
2012,Februari,YouGov,35.8,4.7,4.8,3.1,21.9,10.3,11.7,,,6.9,0.9,,10-Feb,2 jan - 1 feb,1509
2012,Februari,Skop,32.9,5.7,4.9,3.7,27.3,7.1,11.5,,,5.6,1.3,10,07-Feb,19 jan - 3 feb,1045
2012,Februari,Demoskop,32,6.7,4.3,3.8,24.8,9.3,11.6,,,6.3,1.2,13.2,03-Feb,25 jan - 2 feb,1000
2012,Februari,Sentio Research,31.4,5.3,6.4,3,26.5,9,9,,,8.3,1.1,,EJ PUB,,
,,,,,,,,,,,,,,,,,
2012,Januari,Ipsos (Synovate),35.7,5.8,4.6,3.1,23.7,9.6,10.7,,,5.8,1,20.1,27-Jan,9 - 25 jan,2141
2012,Januari,Novus,35.6,5.8,5.4,3.4,22.9,7.6,12.1,,,6,1.2,11.1,25-Jan,27 dec - 23 jan,2000
2012,Januari,Sifo,32.9,5.6,4.5,4.2,24.6,8.8,11.8,,,6.9,0.7,13.8,22-Jan,9 - 19 jan,1927
2012,Januari,United Minds,32.2,6.3,6.3,2.8,23.6,7.9,11.5,,,8.3,1.1,,16-Jan,5 dec - 15 jan,1732
2012,Januari,Skop,35.6,5.8,5.5,3.9,25.3,6.1,11.5,,,5.5,0.8,10,13-Jan,16 dec - 12 jan,1006
2012,Januari,Demoskop,34.1,5.8,5.3,2.9,23.9,5.9,14.6,,,6,1.6,14.1,09-Jan,27 dec - 4 jan,1000
2012,Januari,YouGov,34.4,6.2,5,3.6,24.7,6.4,11.9,,,6.9,0.9,,09-Jan,5 dec - 1 jan,1406
2012,Januari,Sentio Research,35.7,5.7,4.5,3.9,24.5,7.5,10.1,,,7.6,0.5,,01-Jan,5 - 18 dec,1995
,,,,,,,,,,,,,,,,,
2011,December,Novus,34.8,5.6,5.8,3.8,26.2,6.4,11,,,5.4,1,9.8,22-Dec,22 nov - 19 dec,2000
2011,December,Synovate,35.7,6.5,5.4,3.8,24.2,6.3,12.2,,,5.5,0.4,20.2,19-Dec,1 - 14 dec,1924
2011,December,Sifo,34.4,5.5,5.4,4.3,25.4,6.3,12.3,,,5.2,1.1,13.1,18-Dec,5 - 15 dec,1909
2011,December,Demoskop,36.3,5.9,6.1,3.3,26.1,4.2,11.5,,,5.1,1.5,13.1,14-Dec,30 nov - 7 dec,1000
2011,December,YouGov,34.3,5.9,4.5,3.4,24.1,6.9,11.2,,,8.9,0.8,,12-Dec,7 nov - 4 dec,1414
2011,December,SCB,33.4,5.6,5.5,3.8,27.7,5.2,11.7,,,5.7,1.4,,07-Dec,1-27 nov,5907
2011,December,United Minds,31.5,7.5,5.5,4.3,25.7,6.6,10.7,,,6.5,1.7,,05-Dec,7 nov - 4 dec,1242
2011,December,Sentio Research,34.3,6.4,5.4,4.1,26.6,6.4,9.6,,,6.4,0.8,,01-Dec,7 - 27 nov,2142
,,,,,,,,,,,,,,,,,
2011,November,Synovate,35.9,6.3,6.3,4.3,25.1,5.3,10.8,,,5.3,0.7,21.1,25-Nov,7 - 23 nov,2699
2011,November,Novus,33.7,6.8,5.8,4,27,6,10.1,,,5.3,1.2,8.3,24-Nov,25 okt - 21 nov,2000
2011,November,Skop,35.4,7,5.2,3.7,26.8,4.2,11.6,,,4.9,1.2,,21-Nov,28 okt - 20 nov,1017
2011,November,Sifo,32.8,6.6,6.7,3.2,27.4,5.8,10,,,6.7,0.8,14.4,13-Nov,31 okt - 10 nov,1921
2011,November,YouGov,32.9,6.5,4.8,3.7,24.7,7.1,10.7,,,8.4,1.2,,,3 okt - 6 nov,1748
2011,November,United Minds,32.8,7.2,4.7,3.6,24.9,6.9,10.6,,,7.7,1.6,12.3,07-Nov,11 okt - 6 nov,1128
2011,November,Demoskop,33.4,5.1,4.9,3.2,26.6,6.7,12.6,,,6,1.5,12.9,04-Nov,26 okt - 2 nov,1000
2011,November,Sentio Research,34.9,6.7,4.9,4.1,25.6,6.9,9,,,7.1,0.8,,01-Nov,10 - 23 okt,2020
,,,,,,,,,,,,,,,,,
2011,Oktober,Synovate,34,6.7,5.3,4,28.1,5.8,10,,,5.1,1,,28 okt,10-26 okt,2699
2011,Oktober,Novus,32,5.8,5.7,4.5,29.5,5.9,9.6,,,6,1,9.3,19 okt,21 sept - 17 okt,2000
2011,Oktober,Skop,32.6,5.7,7.1,4,31.7,4.5,8.7,,,4.8,1.1,8,17 okt,27 sept - 16 okt,1012
2011,Oktober,Sifo,31.1,6.8,4.9,3.8,30.3,6.3,10.1,,,5.5,1.3,13.5,17 okt,3-13 okt,1926
2011,Oktober,United Minds,29.2,7,6,3.8,30,5.6,10.2,,,7.1,1.1,8.4,11 okt,12 sept - 10 okt,1355
2011,Oktober,Demoskop,32.7,6.2,5.8,4.7,28.2,4.6,10.5,,,5.9,1.3,16,10 okt,28 sept - 5 okt,1000
2011,Oktober,YouGov,31.8,6.4,4,4.1,30.1,5.8,10.1,,,7,0.7,,10 okt,,
2011,Oktober,Sentio Research,31.6,6.4,4.8,3.3,33.5,5.2,7.9,,,6.7,0.7,,4 okt,v. 35-37,1984
,,,,,,,,,,,,,,,,,
2011,September,Synovate,31.7,5.5,5.4,3.8,34.1,4.9,8.3,,,5.1,1.2,,30-Sep,12-18 sept,2685
2011,September,Novus,31.6,6.8,4.9,3.7,33.2,4.8,9,,,5,1,8.7,22-Sep,23 aug - 20 spet,2000
2011,September,Sifo,32.7,5.8,4.5,4.1,31.8,5.4,8.9,,,5.5,1.2,12.4,18-Sep,5-15 sept,1901
2011,September,Demoskop,32.5,5.1,5.9,3.4,31,5.9,10.4,,,4.8,1,13.7,12-Sep,31 aug - 7 sept,1001
2011,September,Skop,33.5,6.9,5.2,4,30.5,5.1,8.7,,,5.1,1.1,7,12-Sep,22 aug - 8 sept,1043
2011,September,United Minds,30.9,6.9,5.3,3.9,32.4,3.3,10,,,6,1.4,10.7,12-Sep,15 aug - 11 sept,1306
2011,September,YouGov,32.7,6.4,4,3.6,31.1,4.5,9.5,,,7.5,0.8,,12-Sep,2 aug - 4 sept,1755
2011,September,Sentio Research,32,6.5,4,3.2,33.1,4.8,8,,,7.1,1.2,,04-Sep,,
,,,,,,,,,,,,,,,,,
2011,Augusti,Synovate,36.9,7.5,3.8,3.3,32.8,3.7,8.4,,,2.9,0.6,17.1,26-Aug,15-24 aug,1711
2011,Augusti,Novus,31.5,6.2,5.2,2.9,34.9,3.9,8.9,,,5.6,0.9,11,25-Aug,26 juli - 22 aug,2000
2011,Augusti,Sifo,30.1,7.4,4.3,4,32.8,4.3,10.1,,,6,1,12.2,21-Aug,8-18 aug,1913
2011,Augusti,Demoskop,31.6,5.8,5.4,2.6,32.5,6.1,9.7,,,5.2,1,11.3,,,
2011,Augusti,United Minds,31,6.4,4.4,3.2,31.6,5,9.8,,,7.8,0.8,8.5,15-Aug,3 juli - 14 aug,1773
2011,Augusti,YouGov,31.5,7.1,3.4,3.7,30.6,4.3,10.6,,,7.7,1.1,,08-Aug,4 juli - 1 aug,1408
2011,Augusti,Sentio Research,31.6,6.3,4.2,3.5,33.7,4.8,8.4,,,6.4,1.1,,04-Aug,11-31 juli,1960
,,,,,,,,,,,,,,,,,
2011,Juli,YouGov,32.1,5.9,4.7,3.1,30.6,4.9,10.4,,,7.2,1.2,15.8,12 juli,6 juni - 3 juli,1404
2011,Juli,Demoskop,34.9,6,3.7,3.3,32.5,3.8,10.6,,,4.8,0.4,13.1,10 juli,29 juni - 6 juli,1000
2011,Juli,Skop,32.9,6.6,6,3.1,30.9,4.7,10.7,,,4.2,0.8,5,10 juli,17 juni - 3 juli,1059
2011,Juli,United Minds,31.2,6.5,4.7,4.2,30.1,4.6,10.1,,,7.4,1.3,,3 juli,6 juni - 2 juli,1127
2011,Juli,Sentio Research,31.3,6.8,4.1,4.3,32,4.3,9.3,,,6.9,1.1,,1 juli,6-19 juni,947
,,,,,,,,,,,,,,,,,
2011,Juni,Synovate,32.4,7.5,3.7,4.5,32,3.8,10.3,,,4.8,1,18,23 juni,7-21 juni,2426
2011,Juni,Sifo,29,6.2,4.5,3.6,35.2,4.5,9.1,,,6.8,1.1,11.8,19 juni,7-16 juni,1909
2011,Juni,Novus,30.8,6.6,4.8,4.5,32.2,5.1,9.9,,,5.4,0.7,9.7,18 juni,17 maj - 13 juni,2000
2011,Juni,Skop,33.4,5.4,5.5,3.8,31.7,4.3,9.3,,,6.5,0.2,6,17 juni,16-30 maj,1000
2011,Juni,Demoskop,32.1,6.5,5,3.5,29.2,5.2,11.8,,,6.3,0.4,10.2,14 juni,25 maj - 1 juni,1000
2011,Juni,YouGov,31.7,7.2,4.5,4.1,30.1,5.2,9.3,,,7.1,0.9,,13 juni,5 maj - 5 juni,1751
2011,Juni,SCB,31.1,6,4.5,3.8,34,4.5,8.9,,,5.7,1.5,16.8,8 juni,1-26 maj,6147
2011,Juni,United Minds,30.5,6.8,4,3.1,30.9,4.7,11.2,,,7.8,1.1,8,5 juni,9 maj - 5 juni,1195
2011,Juni,Sentio Research,31.1,7,4,4.4,33.2,4.8,8.4,,,6.4,0.8,,4 juni,2-22 maj,2042
,,,,,,,,,,,,,,,,,
2011,Maj,Synovate,32.7,7.2,4.7,3.8,33,4.1,8.9,,,4.2,1.4,16.3,27 maj,9-25 maj,2706
2011,Maj,Novus,30.4,7,5.2,3.7,34.1,4.6,8.5,,,5.5,1,8.9,19 maj,26 april - 16 maj,2000
2011,Maj,Sifo,30.4,6.6,5.4,3.6,33.4,4.6,8.8,,,6.8,0.5,12.4,15 maj,2 - 12 maj,1911
2011,Maj,YouGov,35.1,5.9,3.7,3.6,30.3,4.4,9.9,,,6.6,0.5,,10 maj,4 april - 1 maj,1398
2011,Maj,United Minds,32.2,6.5,4,4.1,30.7,4.9,8.9,,,7.7,0.9,9.2,9 maj,11 april - 8 maj,1116
2011,Maj,Demoskop,32.2,6.2,4.2,3.5,30.3,4.9,10.5,,,7.1,1.2,12.9,9 maj,29 mars - 5 maj,1000
2011,Maj,Skop,33.4,6,4.3,4,30.4,6.1,9,,,5.9,0.9,7,8 maj,13 april - 5 maj,1020
2011,Maj,Sentio Research,32.9,6.5,4.5,3.5,31.3,5,8.3,,,6.7,1.3,,3 maj,4-24 april,3188
,,,,,,,,,,,,,,,,,
2011,April,Synovate,33.9,6,5,3.6,30.6,4.8,8.9,,,6.2,1,17,30-Apr,11-27 april,2717
2011,April,Novus,32.8,6.2,5.1,3.4,32.1,4.8,8.5,,,5.9,1.1,11.4,22-Apr,5-18 april,2000
2011,April,Sifo,32.5,6,4,3.8,31.2,5.4,9.8,,,6.6,0.8,12.5,17-Apr,4-14 april,1912
2011,April,Demoskop,36.2,6.3,4.2,3.6,28.8,4.4,10.1,,,4.9,1.5,10.5,12-Apr,29 mars - 5 april,1000
2011,April,YouGov,32.8,7.1,4.5,2.9,29.2,5.3,9.6,,,8.2,0.4,,12-Apr,7 mars - 4 april,1401
2011,April,United Minds,30.3,7.3,5.6,5.1,30.8,5.4,8,,,6.4,1.1,10.8,11-Apr,22 mars - 10 april,1211
2011,April,Skop,34.5,7.4,3.5,2.9,30.1,5.5,9,,,5.2,1.8,6,08-Apr,10 mars - 5 april,1000
,,,,,,,,,,,,,,,,,
2011,Mars,Sentio Research,33.2,6.7,4.5,3.9,30.1,5.2,9.2,,,6.4,0.8,,30 mars,7-27 mars,2791
2011,Mars,Synovate,34.9,6.2,5,3.2,29.9,4.5,9.7,,,5.7,0.9,16.5,25 mars,7-23 mars,2840
2011,Mars,Novus,31.8,7.3,4.8,4.5,30.5,4.9,9.4,,,6.1,0.6,9.4,24 mars,10-21 mars,1718
2011,Mars,United Minds,33.3,6.9,4.3,3.3,28,5.4,10.4,,,7.2,1.2,9.7,21 mars,12-21 mars,1211
2011,Mars,Sifo,30.9,6.7,4.7,4.5,30.5,6,9.2,,,6.2,1.3,12.6,20 mars,7-17 mars,1920
2011,Mars,United Minds,33.8,7.1,4.8,3.8,27.8,4.9,9.8,,,6.8,1.3,9.3,14 mars,14 feb - 13 mars,1337
2011,Mars,YouGov,33.9,7.8,3.2,3.9,28.6,5.3,10.1,,,6.4,0.8,,14 mars,7 feb - 7 mars,1197
2011,Mars,Skop,35.4,5.8,4.7,3.8,29.2,5.7,9.5,,,4.8,1.1,6,12 mars,10 feb - 9 mars,1020
2011,Mars,Sentio Research,34.3,7.5,4.6,3.9,27.9,5.5,8.9,,,6.6,0.8,,7 mars,14-27 mars,
2011,Mars,Demoskop,32.4,7.3,4.6,3.5,29.3,5.2,10.6,,,5.7,1.3,10.3,6 mars,23 feb - 2 mars,1000
,,,,,,,,,,,,,,,,,
2011,Februari,Novus,33.6,7.4,5.1,4.1,28.4,5,8.7,,,6.5,1.2,10.2,27-Feb,8-21 feb,2000
2011,Februari,Synovate,36.7,7.7,3.6,3.9,29,5.3,8,,,4.6,1.2,15,26-Feb,7-23 feb,2880
2011,Februari,Sifo,33.4,6.5,5.1,4.3,30.2,5.4,7.7,,,6.4,1.2,12.3,20-Feb,7-17 feb,1917
2011,Februari,United Minds,31.8,7.2,4.4,4.6,25.6,5.1,11.4,,,8.5,1.4,7.8,14-Feb,17 jan - 13 feb,1158
2011,Februari,Demoskop,36.8,5.9,4,2.7,30.1,4.5,9.3,,,5.1,1.5,13.8,07-Feb,26 jan - 2 feb,1000
,,,,,,,,,,,,,,,,,
2011,Januari,Synovate,34.6,6.5,4.7,3.6,27,5.2,11.1,,,6.3,1,13.8,31-Jan,10-26 jan,2673
2011,Januari,Sifo,33.9,7.1,4.7,4.4,27.8,4.3,10.3,,,6.9,0.6,10.7,23-Jan,10-20 jan,1907
2011,Januari,Novus,34.5,6.9,4.7,4.5,28,5.5,8.6,,,5.9,1.4,8.4,19-Jan,4-17 jan,2000
2011,Januari,United Minds,35.1,6.2,4.1,3.8,26.6,5.9,9.8,,,7,1.5,7.3,17-Jan,20 dec - 16 jan,1202
2011,Januari,Skop,35.7,8.1,5.5,2.7,24.4,5.2,9.6,,,7.1,1.7,6,16-Jan,15 dec - 12 jan,1004
2011,Januari,Demoskop,36.1,6.6,4.1,3.7,27.8,5.2,9.6,,,5.7,1.1,10.5,13-Jan,3-11 jan,1003
,,,,,,,,,,,,,,,,,
2010,December,Skop,35.1,7.2,3.8,2.8,28.2,5,11,,,6.3,0.6,4,27-Dec,28 nov - 16 dec,1102
2010,December,United Minds,31.7,7.5,5.5,4.8,27.6,5.2,9.4,,,6.9,1.4,6.5,20-Dec,23 nov - 19 dec,1148
2010,December,Sifo,34.2,6.8,4.8,3.5,26.9,4.9,10.1,,,7.2,1.8,11,19-Dec,6-16 dec,1904
2010,December,Synovate,36.3,7.3,5.8,3.2,26.7,5.1,10.4,,,4.6,0.6,14.9,17-Dec,29 nov - 15 dec,2680
2010,December,Novus,33.4,7.3,5.5,2.9,28.7,5.3,9.5,,,6.5,0.9,6,17-Dec,30 nov - 13 dec,2000
2010,December,SCB,32.4,6.8,5.8,4.3,29,4.7,8.8,,,6.7,1.5,,08-Dec,31 okt - 25 nov,6192
2010,December,Demoskop,34.8,6.1,5,3.4,28.2,6.1,8.9,,,5.6,1.8,7.6,03-Dec,,
,,,,,,,,,,,,,,,,,
2010,November,Synovate,37.5,6.2,5.2,3.8,27.7,5.3,9.1,,,4.3,0.8,14.3,26-Nov,8-24 nov,2665
2010,November,United Minds,31,7,6.3,4.9,29.1,5.8,8.5,,,6,1.3,6.2,22-Nov,25 okt - 21 nov,1150
2010,November,Novus,33.6,7,4.6,4.4,29.9,5,8.2,,,6.3,1.1,6.1,17-Nov,2-15 nov,2000
2010,November,Sifo,31.8,7.8,5.1,4.1,28.5,5.8,8.5,,,6.9,1.6,11.6,14-Nov,1-11 nov,1889
2010,November,Skop,32.5,7,5,2.8,31.3,4.3,9.1,,,6.2,1.8,5,14-Nov,17 okt - 8 nov,1000
2010,November,Demoskop,34.3,8.2,4.8,4.4,28.9,5,9.1,,,4.9,0.4,,05-Nov,27 okt - 3 nov,1004
,,,,,,,,,,,,,,,,,
2010,Oktober,Synovate,35.2,7.8,5.3,3.8,28.4,4.2,9.4,,,4.6,1.3,12.4,29 okt,11-27 okt,2668
2010,Oktober,United Minds,30.6,7.4,6.6,5.1,29.6,5.9,7.5,,,5.9,1.3,5.8,25 okt,25 sept - 24 okt,1381
2010,Oktober,Novus,32,7.9,4.9,4.8,30.4,4.4,8.1,,,6.4,1.1,5,24 okt,5-18 okt,2000
2010,Oktober,Sifo,32.4,7,5,4.2,29.5,5.3,8.7,,,6.4,1.6,9.2,17 okt,4-14 okt,1904
2010,Oktober,Synovate,31.7,7.8,5.4,4.4,29.6,5.1,8.9,,,4.7,2.4,10.7,5 okt,22-30 sept,1635
,,,,,,,,,,,,,,,,,
2010,September,Skop,28.8,8.7,6.5,5.6,28.7,6.7,8,,,5,2,,18-Sep,7-16 sept,2000
2010,September,Novus,28.8,7.3,7.2,6,29.9,6.1,8.2,,,4.4,2.2,12,18-Sep,15-17 sept,1500
2010,September,United Minds,27.6,6.7,6.3,6.3,27.7,6.3,9.9,,,7.2,1.8,8,18-Sep,15-17 sept,1554
2010,September,Sifo,30,6.8,6.6,6.5,30.3,5.3,9.7,,,3.8,1.2,10.2,18-Sep,15-16 sept,1941
2010,September,Synovate,30.4,6.6,6.9,5.3,29.7,4.6,8.6,,,5.9,2.1,15,18-Sep,7-16 sept,1820
2010,September,United Minds,25.7,7.2,8.9,6.2,28,5.8,9.4,,,7.1,1.7,,17-Sep,14-16 sept,1722
2010,September,Demoskop,31.6,7.1,6.2,6.3,28.9,6.5,7.1,,,5.1,1.2,14.1,17-Sep,9-15 sept,1527
2010,September,Novus,30.1,7.8,6.6,6.7,28.1,6,8.2,,,4.3,2.1,9.4,16-Sep,13-15 sept,1500
2010,September,United Minds,27,7.9,8.6,6.3,27.9,6,8.4,,,6.3,1.7,7.3,16-Sep,13-15 sept,1429
2010,September,United Minds,28.1,8.4,7.5,5.8,26.7,6.8,8.4,,,6.4,1.9,7.7,15-Sep,12-14 sept,1045
2010,September,Synovate,30.6,7.2,6.2,5.7,28.5,5.2,7.2,,,7.5,1.8,17.5,15-Sep,7-13 sept,1585
2010,September,Novus,31.1,7.3,6.1,5.8,29,5.7,9.1,,,4.1,1.7,9.9,14-Sep,7-13 sept,2055
2010,September,United Minds,29.5,9,5.3,6.1,26.6,6.3,9.2,,,5.4,2.6,8.9,14-Sep,11-13 sept,1091
2010,September,Skop,30.6,8,6.1,6.4,27.6,6.7,7.5,,,5,2.1,,14-Sep,7-12 sept,1100
2010,September,United Minds,29.4,8.4,5.5,5.6,26.5,6.8,8.7,,,6.6,2.4,8.5,13-Sep,9-12 sept,1382
2010,September,United Minds,29.2,7.2,6.2,6.1,27,6.8,8.2,,,7,2.4,8,12-Sep,8-11 sept,1342
2010,September,Demoskop,31.9,7.3,5.2,6,29,6.1,7.5,,,5.3,1.6,,12-Sep,7-10 sept,1001
2010,September,Sifo,31.4,8.8,4.8,6.7,28.7,6.2,7.1,,,4.6,1.9,,12-Sep,6-9 sept,1435
2010,September,United Minds,28.5,7,6.1,6.1,27.8,7.5,8.3,,,6.4,2.4,7.1,11-Sep,7-10 sept,1350
2010,September,United Minds,28.1,6.7,6.2,6.6,29.1,7.6,8,,,5.4,2.1,8.2,10-Sep,6-9 sept,1243
2010,September,Synovate,31.8,8.2,5.3,5.2,28.6,6.4,7.2,,,6,1.3,17.1,10-Sep,31 aug - 8 sept,1519
2010,September,United Minds,28.5,6.9,5.4,6,28.7,8.1,8.9,,,5,2.3,8.5,09-Sep,4-8 sept,1083
2010,September,United Minds,28.4,7.6,5.4,6.3,29.4,8,7.9,,,4.7,2.4,9.8,08-Sep,2-7 sept,1161
2010,September,Novus,31.2,7,5.6,5.6,27.3,7.7,8.9,,,5.2,1.5,11.2,08-Sep,31 aug - 6 sept,2000
2010,September,Synovate,29.9,9,4.5,5,30,6.8,8.2,,,4.7,2,17.6,08-Sep,25 aug - 6 sept,1838
2010,September,Skop,30,8.1,6.1,5.5,29.6,6.6,8.2,,,4.3,1.6,7,07-Sep,29 aug - 3 sept,1525
2010,September,United Minds,27,8.5,5.1,5.6,28.8,7.7,8.3,,,6.1,3,9.6,06-Sep,30 aug - 6 sept,1078
2010,September,Sifo,31.7,7.2,6.7,4.5,28.7,5.3,9.7,,,4.2,2.1,11.1,05-Sep,30 aug - 2 sept,1428
2010,September,Demoskop,31.9,7.5,6.2,4.9,29.7,5.8,8.5,,,4.4,1.1,11.9,04-Sep,25 aug - 1 sept,1101
2010,September,Synovate,30.3,8.4,4.9,4.1,30,7.5,8.3,,,4.4,2.1,17.8,3 spet,23 aug - 1 sept,1820
,,,,,,,,,,,,,,,,,
2010,Augusti,Novus,31.8,7.2,5.4,4.6,30.3,5.2,8.9,,,4.7,1.8,12.6,31-Aug,24-30 aug,2000
2010,Augusti,United Minds,29.3,8.2,4.2,6.4,27.3,6.4,10.7,,,5.6,1.9,10.9,31-Aug,23-30 aug,1013
2010,Augusti,Skop,31.6,7.9,5.1,5.2,30,5.9,8.9,,,3.7,1.7,,31-Aug,22-27 aug,1498
2010,Augusti,Sifo,33,6.2,5.3,5.5,30.8,4.9,7.6,,,4.6,2,14.1,29-Aug,23-26 aug,1420
2010,Augusti,Synovate,30.9,6.7,5.4,5.7,29.2,6.1,9.7,,,3.4,2.9,21.1,27-Aug,12-25 aug,2041
2010,Augusti,Sentio Research,31.4,6.9,5.5,5.8,28.8,5.2,8.7,,,5.6,2.2,,25-Aug,Augusti,2906
2010,Augusti,Novus,31.4,6.6,5.1,5.8,30.3,5.3,9,,,4.7,1.7,13.8,25-Aug,17-23 aug,2000
2010,Augusti,United Minds,28.1,6.7,5.4,4.5,29.6,6.1,9.7,,,6.5,3.5,,24-Aug,2-22 aug,1062
2010,Augusti,Skop,31.2,7.3,5.1,5.1,31.2,5,9.1,,,4.4,1.6,,23-Aug,15-20 aug,1459
2010,Augusti,Sifo,32.1,7.8,5.8,5.8,30.1,5.9,7.9,,,3.7,1,14.6,22-Aug,16-19 aug,1445
2010,Augusti,Synovate,29.3,7.4,5.1,5.9,31.3,4.4,10.8,,,3.6,2.2,22.2,20-Aug,9-18 aug,1804
2010,Augusti,Novus,31.8,6.9,4.2,5,32.7,4.4,9.2,,,4.2,1.7,13.5,18-Aug,3-16 aug,2000
2010,Augusti,Skop,32.7,6.6,4.1,4.7,30.7,5.5,8.9,,,4.9,1.9,,18-Aug,9-13 aug,1329
2010,Augusti,Sifo,30.5,6.8,5.5,5.8,31.3,4.8,8.9,,,4.5,1.9,14.1,15-Aug,9-12 aug,1331
2010,Augusti,Sifo,32.6,6.3,4.7,5.7,30.6,5.4,10,,,4.1,0.7,15.3,08-Aug,2-5 aug,1194
2010,Augusti,United Minds,29.3,6.9,4.2,5.5,30.2,5.8,9,,,6.5,2.5,11.1,02-Aug,12 juli-1 aug,2004
,,,,,,,,,,,,,,,,,
2010,Juli,Sentio Research,30.4,5.9,5.3,5.1,30.2,5.5,9.3,,,5,3.4,,31 juli,Juli,2023
2010,Juli,Skop,33.3,6.6,4.7,4,29.2,5,10.5,,,4,2.7,,27 juli,30 juni-15 juli,1077
2010,Juli,Demoskop,32.1,7,5.3,4.7,30.6,4.7,8.9,,,4.5,2.2,12.2,9 juli,27 juni-4 juli,1106
2010,Juli,Sentio Research,31.8,5.6,5,4.5,30.8,5.7,9.3,,,5.7,1.6,,2 juli,Juni,2969
,,,,,,,,,,,,,,,,,
2010,Juni,Synovate,33.1,6.6,4.8,4.6,30,5.2,9.3,,,4.6,1.8,20.6,24 juni,7-22 juni,2973
2010,Juni,Novus (2),31.1,4.8,5.7,4.3,32.5,5.5,9.1,,,4.7,2.2,13.9,23 juni,8-21 juni,2000
2010,Juni,United Minds,29.9,6.8,4.8,4.9,28.8,6.6,10.3,,,5.6,2.5,11,22 juni,24 maj-20 juni,1238
2010,Juni,Skop,34,6.7,3.8,3.6,30.4,5.3,11,,,3.5,1.7,8,19 juni,31 maj-15 juni,1111
2010,Juni,Sifo,32.9,6.1,4.9,4.5,30.6,5.1,9.9,,,4.3,1.7,12.6,13 juni,31 maj-10 juni,1906
